molecule_chembl_id,SMILES,score,name,method,mol,mw,nhd,nha,clogp,rb,ro5
CHEMBL1083659,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,0.21621621621621623,SUVOREXANT,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401953f0>,450.15710165599995,0,7,4.111320000000004,3,OK
CHEMBL4297185,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,0.21621621621621623,DAROLUTAMIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195460>,398.1258015280001,3,6,2.6700799999999996,6,OK
CHEMBL2218861,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,0.21568627450980393,QUINAGOLIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401954d0>,395.224262916,2,4,2.136099999999999,7,OK
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.21505376344086022,CLOZAPINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401955b0>,326.129824288,1,4,3.7227000000000023,0,OK
CHEMBL3989949,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,0.21505376344086022,CENOBAMATE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195620>,267.05230223999996,1,6,1.1630999999999994,4,OK
CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0.21428571428571427,SOTALOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195690>,272.1194635,3,4,1.0895000000000001,6,OK
CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,0.21428571428571427,RIBOCICLIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195700>,434.25425758000006,2,8,2.7964,5,OK
CHEMBL4650485,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,0.21428571428571427,PIRTOBRUTINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195770>,479.1580524120001,3,6,3.432200000000001,7,OK
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0.21428571428571427,GEFITINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401957e0>,446.15209652799996,1,7,4.275600000000003,8,OK
CHEMBL70246,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,0.21428571428571427,ACEFYLLINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195850>,238.0702048,1,7,-1.4816999999999998,2,OK
CHEMBL1419,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,0.21428571428571427,SIBUTRAMINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401958c0>,279.175377512,0,1,4.738000000000005,5,OK
CHEMBL498847,Cc1ncc([N+](=O)[O-])n1CC(C)O,0.21428571428571427,SECNIDAZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195930>,185.080041212,1,5,0.4805199999999999,3,OK
CHEMBL2103877,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,0.21359223300970873,EFINACONAZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195a80>,348.176167764,1,5,2.4846000000000004,5,OK
CHEMBL656,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,0.21359223300970873,OXYCODONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195b60>,315.147058152,1,5,1.0481999999999998,1,OK
CHEMBL1201191,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.2127659574468085,LEVOCETIRIZINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195e00>,388.15537034000005,1,4,3.148200000000002,8,OK
CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.2127659574468085,CETIRIZINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195e70>,388.15537034000005,1,4,3.148200000000002,8,OK
CHEMBL1697737,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,0.2127659574468085,CLOTIAZEPAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195ee0>,318.05936178,0,3,3.777700000000003,2,OK
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.2127659574468085,OLANZAPINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195f50>,312.14086764,1,5,3.4392200000000033,0,OK
CHEMBL1096,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,0.2127659574468085,AMLEXANOX,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340195fc0>,298.095356928,2,5,2.745,2,OK
CHEMBL646,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.2127659574468085,TRIAZOLAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196030>,342.043901744,0,4,4.233520000000002,1,OK
CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.21176470588235294,TINIDAZOLE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196180>,247.062676896,0,6,0.5344200000000001,5,OK
CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0.21176470588235294,SULFAMERAZINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401961f0>,264.068096624,2,5,1.16802,3,OK
CHEMBL19449,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,0.21176470588235294,IBUDILAST,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196260>,230.141913196,0,3,3.296400000000002,3,OK
CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,0.21153846153846154,AXITINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401962d0>,386.1201321960001,2,4,4.639100000000004,5,OK
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.21153846153846154,LOSARTAN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196340>,422.16218703600015,2,6,4.2668000000000035,8,OK
CHEMBL677,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,0.21052631578947367,LEVONORDEFRIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196490>,183.089543276,4,4,0.4784,2,OK
CHEMBL2105527,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,0.21052631578947367,TETRAZEPAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196500>,288.10294084400005,0,2,3.6059000000000028,1,OK
CHEMBL24441,CNCCc1ccccn1,0.21052631578947367,BETAHISTINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196570>,136.100048384,1,2,0.8434999999999999,3,OK
CHEMBL100116,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,0.21052631578947367,PENTAZOCINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401965e0>,285.209264484,1,2,3.8826000000000027,2,OK
CHEMBL1908307,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,0.20930232558139536,FLOSEQUINAN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401967a0>,239.04162778,0,3,1.4150000000000003,1,OK
CHEMBL278398,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,0.20930232558139536,PHENINDAMINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196880>,261.151749608,0,1,3.9212000000000033,1,OK
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,0.20930232558139536,PROPRANOLOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401968f0>,259.157228912,2,3,2.5775000000000006,6,OK
CHEMBL3707247,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,0.20869565217391303,OZANIMOD,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196a40>,404.184840628,2,7,3.631680000000002,7,OK
CHEMBL969,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0.20833333333333334,PRAZEPAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196ab0>,324.10294084400005,0,2,3.934000000000003,3,OK
CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0.20833333333333334,MELOXICAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196b20>,351.034747896,2,6,1.95092,2,OK
CHEMBL1201273,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,0.20833333333333334,PROTOKYLOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196c00>,331.141972772,4,6,2.0807,6,OK
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.2077922077922078,IBUPROFEN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196dc0>,206.130679816,1,1,3.073200000000001,4,OK
CHEMBL1909286,CC(COc1ccccc1)NN,0.2077922077922078,PHENOXYPROPAZINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196e30>,166.110613068,2,3,0.9172000000000002,4,OK
CHEMBL175,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,0.2077922077922078,DEXIBUPROFEN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196ea0>,206.130679816,1,1,3.073200000000001,4,OK
CHEMBL276568,C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0.20754716981132076,"CEFPROZIL ANHYDROUS, (E)-",dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196f10>,389.104541708,4,6,0.7067000000000008,5,OK
CHEMBL1237119,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,0.20754716981132076,TREPROSTINIL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196f80>,390.2406241879999,3,4,3.583200000000003,10,OK
CHEMBL426084,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,0.20754716981132076,SAMIDORPHAN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340196ff0>,370.18925731199994,3,5,1.2533999999999996,3,OK
CHEMBL170,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.20754716981132076,QUININE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197060>,324.183778008,1,4,3.1732000000000014,4,OK
CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.20754716981132076,QUINIDINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401970d0>,324.183778008,1,4,3.1732000000000014,4,OK
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,0.20689655172413793,CISAPRIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197140>,465.183062308,2,6,3.358100000000002,9,OK
CHEMBL1618018,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,0.20689655172413793,HOMATROPINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401971b0>,275.152143532,1,4,1.8883999999999996,3,OK
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.20689655172413793,NALIDIXIC ACID,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197220>,232.084792244,1,4,1.4230200000000002,2,OK
CHEMBL395110,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,0.20689655172413793,MEPAZINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197300>,310.15036970399996,0,3,4.631100000000004,2,OK
CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.20618556701030927,MORPHINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401973e0>,285.136493468,2,4,1.1981,0,OK
CHEMBL2107011,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,0.20618556701030927,OXYPERTINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197450>,379.225977168,1,4,3.858220000000003,6,OK
CHEMBL622,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0.20618556701030927,ETODOLAC,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401974c0>,287.152143532,2,2,3.383000000000002,4,OK
CHEMBL46399,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,0.20618556701030927,PHENAZOCINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197530>,321.209264484,1,2,4.159100000000004,3,OK
CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,0.20618556701030927,DILEVALOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401975a0>,328.178692628,4,4,2.1353999999999997,8,OK
CHEMBL13280,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,0.20618556701030927,FLUNITRAZEPAM,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197610>,313.086269464,0,4,2.5477000000000007,2,OK
CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,0.20618556701030927,LABETALOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197680>,328.178692628,4,4,2.1353999999999997,8,OK
CHEMBL1214,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.20618556701030927,CARBENICILLIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197760>,378.0885572959999,3,5,0.4864999999999999,5,OK
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,0.20512820512820512,IPRONIAZID,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197920>,179.105862036,2,3,0.7243999999999996,3,OK
CHEMBL1372950,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,0.20512820512820512,NICERGOLINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197990>,483.115753792,0,6,3.9109000000000034,4,OK
CHEMBL797,CN1C(=O)CC(c2ccccc2)C1=O,0.20512820512820512,PHENSUXIMIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197a70>,189.078978592,0,2,1.1588999999999998,1,OK
CHEMBL1200596,Oc1c(Cl)cc(Cl)c2cccnc12,0.20512820512820512,CHLOROXINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197ae0>,212.97481914,1,2,3.2472000000000003,0,OK
CHEMBL1159,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,0.20454545454545456,PINACIDIL ANHYDROUS,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197bc0>,245.16404560799998,2,3,2.3547800000000008,2,OK
CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.20454545454545456,LOXOPROFEN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197c30>,246.125594436,1,2,2.7864000000000013,4,OK
CHEMBL1540,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,0.20454545454545456,PENCICLOVIR,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197d10>,253.11748934,4,8,-0.895,5,OK
CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.20408163265306123,CEPHALEXIN ANHYDROUS,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197df0>,347.0939770240001,3,5,0.4449000000000012,4,OK
CHEMBL477772,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.2037037037037037,PAZOPANIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197ed0>,437.16339397600007,2,8,3.1390400000000005,5,OK
CHEMBL1537,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.2037037037037037,AZLOCILLIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340197f40>,461.13690445599997,4,6,0.0942000000000009,5,OK
CHEMBL856,CCC1(c2ccccc2)C(=O)NCNC1=O,0.20253164556962025,PRIMIDONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401982e0>,218.105527688,2,2,0.5378999999999999,2,OK
CHEMBL1615439,C[C@H]1[C@H](c2ccccc2)OCCN1C,0.20253164556962025,PHENDIMETRAZINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198350>,191.131014164,0,2,2.0782,1,OK
CHEMBL1441,CCc1cc(C(N)=S)ccn1,0.20253164556962025,ETHIONAMIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401983c0>,166.05646932,1,2,1.2782,2,OK
CHEMBL1111,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,0.20224719101123595,AMBRISENTAN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198430>,378.157957184,1,5,3.515640000000001,7,OK
CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.20224719101123595,ATENOLOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401984a0>,266.163042564,3,4,0.45210000000000006,8,OK
CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,0.20224719101123595,MAZINDOL,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198510>,284.07164071600005,1,3,2.6092000000000004,1,OK
CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0.20224719101123595,ZALCITABINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401985f0>,211.095691276,2,6,-0.5046000000000002,2,OK
CHEMBL1201217,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0.20224719101123595,DYCLONINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198660>,289.20417910400005,0,3,3.9242000000000035,8,OK
CHEMBL1148,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0.20202020202020202,TORSEMIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401986d0>,348.1256115,3,5,2.5299199999999997,5,OK
CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,0.20202020202020202,RUCAPARIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401987b0>,323.143390416,3,2,2.979300000000001,3,OK
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.20202020202020202,AMOXICILLIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198820>,365.104541708,4,6,0.023700000000000443,4,OK
CHEMBL2105224,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.2018348623853211,PHOLCODINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198900>,398.22055743999994,1,6,1.2034999999999998,4,OK
CHEMBL1599,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,0.2018348623853211,CEPHAPIRIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198970>,423.05587726400006,2,8,0.4754000000000007,7,OK
CHEMBL2043437,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,0.2018348623853211,GLASDEGIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198a50>,374.185509324,3,4,3.391580000000002,3,OK
CHEMBL4066936,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,0.2018348623853211,VERICIGUAT,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198ac0>,426.1364281920001,3,9,2.557499999999999,4,OK
CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.2018348623853211,IRBESARTAN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198b30>,428.23245951600006,1,5,4.777400000000004,7,OK
CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.2018348623853211,METHYLERGONOVINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198ba0>,339.19467704000004,3,3,1.9247,4,OK
CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.2,CODEINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198d60>,299.152143532,1,4,1.5010999999999999,1,OK
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0.2,ETORICOXIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198dd0>,358.0542764,0,4,4.175920000000004,3,OK
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,0.2,TACRINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198e40>,198.115698448,1,2,2.695800000000001,0,OK
CHEMBL3989908,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,0.2,ENASIDENIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198eb0>,473.1398774840001,3,8,4.292600000000002,6,OK
CHEMBL4105630,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,0.2,ZURANOLONE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340198f90>,409.2729273600001,1,5,4.3436800000000035,3,OK
CHEMBL1164729,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,0.2,FEBUXOSTAT,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340199070>,316.08816337199994,1,5,3.723200000000002,5,OK
CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0.2,ATROPINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401991c0>,289.167793596,1,4,1.9308999999999996,4,OK
CHEMBL1378024,CCCc1cc(C(N)=S)ccn1,0.2,PROTIONAMIDE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340199230>,180.072119384,1,2,1.6683000000000001,3,OK
CHEMBL1331216,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,0.2,HYOSCYAMINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401992a0>,289.167793596,1,4,1.9308999999999996,4,OK
CHEMBL1201338,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0.2,CYCLOPENTOLATE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340199310>,291.18344366,1,4,2.1801000000000004,6,OK
CHEMBL1095,CCN1C(=O)NC(c2ccccc2)C1=O,0.2,ETHOTOIN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401995b0>,204.089877624,1,2,1.2993999999999999,2,OK
CHEMBL2079130,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,0.2,VONOPRAZAN,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340199620>,345.09472597200005,1,5,2.645600000000001,5,OK
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,0.2,SELEGILINE,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d340199770>,187.136099544,0,1,2.1826,4,OK
CHEMBL3137308,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,0.2,PEFICITINIB,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401997e0>,326.174275944,4,4,2.0133,3,OK
CHEMBL2403238,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,0.2,CABOTEGRAVIR,dice_morgan,<rdkit.Chem.rdchem.Mol object at 0x72d3401998c0>,405.113627084,2,6,0.9626999999999997,3,OK
CHEMBL285674,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0.7466666666666667,ESTAZOLAM,dice_maccs,<rdkit.Chem.rdchem.Mol object at 0x72d340199930>,294.06722403200007,0,4,3.2717000000000027,1,OK
CHEMBL3137320,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,0.7441860465116279,TALAZOPARIB,dice_maccs,<rdkit.Chem.rdchem.Mol object at 0x72d3401999a0>,380.119715508,2,6,2.6285000000000007,2,OK
CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.7435897435897436,RIZATRIPTAN,dice_maccs,<rdkit.Chem.rdchem.Mol object at 0x72d340199a10>,269.164045608,1,4,1.9118000000000002,5,OK
CHEMBL276832,NNc1nncc2ccccc12,0.7272727272727273,HYDRALAZINE,dice_maccs,<rdkit.Chem.rdchem.Mol object at 0x72d340199af0>,160.074896256,2,4,0.9153999999999998,1,OK
CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,0.7246376811594203,ANASTROZOLE,dice_maccs,<rdkit.Chem.rdchem.Mol object at 0x72d340199b60>,293.16404560800004,0,5,2.9287600000000014,4,OK
CHEMBL1542,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,0.7126436781609196,AZATHIOPRINE,dice_maccs,<rdkit.Chem.rdchem.Mol object at 0x72d340199bd0>,277.038193464,1,8,1.1457999999999997,3,OK
CHEMBL119423,Sc1ncnc2[nH]ncc12,0.6865671641791045,TISOPURINE,dice_maccs,<rdkit.Chem.rdchem.Mol object at 0x72d340199c40>,152.015667128,2,4,0.6416,0,OK
CHEMBL1625607,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,0.684931506849315,MEBHYDROLIN,dice_maccs,<rdkit.Chem.rdchem.Mol object at 0x72d340199cb0>,276.16264864,0,2,3.677500000000003,2,OK
