type,drugbank_id,groups,name,SMILES
small molecule,DB09313,"['approved', 'investigational']",Ioxaglic_acid,CNC(=O)C1=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C2I)=C(I)C(N(C)C(C)=O)=C1I
small molecule,DB09314,"['approved', 'investigational']",Technetium_Tc-99m_pertechnetate,O.O.O.O.[98Tc-]
small molecule,DB09315,['approved'],Xenon-133,[133Xe]
small molecule,DB09316,['approved'],Thallous_chloride,[Cl-].[Tl+]
small molecule,DB09319,"['approved', 'investigational']",Carindacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(=O)OC1=CC2=C(CCC2)C=C1)C1=CC=CC=C1)C(O)=O
small molecule,DB09320,"['approved', 'vet_approved']",Procaine_benzylpenicillin,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O
small molecule,DB09321,['approved'],Zinc_oxide,O=[Zn]
small molecule,DB09322,"['approved', 'investigational']",Zinc_sulfate,[Zn++].[O-]S([O-])(=O)=O
small molecule,DB09324,['approved'],Sulbactam,[H][C@@]12CC(=O)N1[C@@]([H])(C(O)=O)C(C)(C)S2(=O)=O
small molecule,DB09325,['approved'],Sodium_fluoride,[F-].[Na+]
small molecule,DB09326,['approved'],Ammonia_N-13,[13NH3]
small molecule,DB09327,"['approved', 'investigational']",Tegafur-uracil,O=C1NC=CC(=O)N1.FC1=CN(C2CCCO2)C(=O)NC1=O
small molecule,DB09330,['approved'],Osimertinib,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C
small molecule,DB09332,['approved'],Kappadione,[Na+].[Na+].[Na+].[Na+].CC1=C(OP([O-])([O-])=O)C2=CC=CC=C2C(OP([O-])([O-])=O)=C1
small molecule,DB09333,"['approved', 'investigational', 'withdrawn']",Iopodic_acid,CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I
small molecule,DB09335,"['approved', 'withdrawn']",Alatrofloxacin,[H][C@@]12CN(C[C@]1([H])[C@H]2NC(=O)[C@H](C)NC(=O)[C@H](C)N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O
small molecule,DB09340,['approved'],Tyropanoic_acid,CCCC(=O)NC1=C(I)C=C(I)C(CC(CC)C(O)=O)=C1I
small molecule,DB09342,['approved'],Propoxycaine,CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC
small molecule,DB09343,"['approved', 'investigational']",Tipiracil,ClC1=C(CN2CCCC2=N)NC(=O)NC1=O
small molecule,DB09345,['approved'],Pramocaine,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1
small molecule,DB09346,['approved'],Metrizoic_acid,CN(C(C)=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
small molecule,DB09348,"['approved', 'withdrawn']",Propiolactone,O=C1CCO1
small molecule,DB09350,"['approved', 'vet_approved']",Piperonyl_butoxide,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC
small molecule,DB09351,"['approved', 'investigational']",Levobetaxolol,CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1
small molecule,DB09352,['approved'],Hydroxyamphetamine,CC(N)CC1=CC=C(O)C=C1
small molecule,DB09353,['approved'],Octasulfur,S1SSSSSSS1
small molecule,DB09355,['approved'],Sulfabenzamide,NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1
small molecule,DB09357,['approved'],Dexpanthenol,CC(C)(CO)[C@@H](O)C(=O)NCCCO
small molecule,DB09361,['investigational'],Evans_blue,[Na+].[Na+].[Na+].[Na+].CC1=CC(=CC=C1\N=N\C1=C([O-])C2=C(C=C1)C(=CC(=C2N)S(O)(=O)=O)S([O-])(=O)=O)C1=CC=C(\N=N\C2=C([O-])C3=C(C=C2)C(=CC(=C3N)S(O)(=O)=O)S([O-])(=O)=O)C(C)=C1
small molecule,DB09364,['approved'],Procaine_merethoxylline,O.[Hg+].CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[CH2]C(CN=C(O)C1=CC=CC=C1OCC([O-])=O)OCCOC
small molecule,DB09366,['approved'],Propyliodone,CCCOC(=O)CN1C=C(I)C(=O)C(I)=C1
small molecule,DB09370,['approved'],Sodium_phosphate_P_32,[Na+].[Na+].O[32P]([O-])([O-])=O
small molecule,DB09371,['approved'],Norethynodrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC(=O)CC3
small molecule,DB09372,['approved'],Tannic_acid,OC1=CC(=CC(O)=C1O)C(=O)OC1=C(O)C(O)=CC(=C1)C(=O)OC[C@H]1OC(OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H]1OC(=O)C1=CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C(O)C(O)=C1
small molecule,DB09374,"['approved', 'investigational']",Indocyanine_green_acid_form,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS([O-])(=O)=O)C3=CC=C4C=CC=CC4=C3C2(C)C)N(CCCCS(O)(=O)=O)C2=CC=C3C=CC=CC3=C12
small molecule,DB09376,['approved'],Lapyrium,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1
small molecule,DB09377,['approved'],Undecoylium_chloride_iodine_complex,[Cl-].CCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1
small molecule,DB09378,['approved'],Fluprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
small molecule,DB09380,['approved'],Sodium_chromate_Cr-51,[Na+].[Na+].[O-][51Cr]([O-])(=O)=O
small molecule,DB09382,['approved'],Iodohippurate_sodium_I-131,[Na+].[O-]C(=O)CNC(=O)C1=C([131I])C=CC=C1
small molecule,DB09383,"['approved', 'investigational']",Meprednisone,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
small molecule,DB09385,['approved'],Cyanocobalamin_Co-57,[57Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=[NH]C2=C1C=C(C)C(C)=C2
small molecule,DB09387,"['approved', 'withdrawn']",Cyanocobalamin_Co-60,[60Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2
small molecule,DB09388,['approved'],Rose_bengal_I-131,OC(=O)C1=C(C(Cl)=C(Cl)C(Cl)=C1Cl)C1=C2C=C([131I])C(=O)C([131I])=C2OC2=C([131I])C(O)=C([131I])C=C12
small molecule,DB09389,['approved'],Norgestrel,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
small molecule,DB09394,['approved'],Phosphoric_acid,OP(O)(O)=O
small molecule,DB09395,"['approved', 'investigational']",Sodium_acetate,[Na+].CC([O-])=O
small molecule,DB09397,"['approved', 'investigational']",Technetium_Tc-99m_sulfur_colloid,[99Tc].S1SSSSSSS1
small molecule,DB09398,['approved'],Fluoride_ion_F-18,[18F-]
small molecule,DB09400,['approved'],Selenomethionine_Se-75,C[75Se]CC[C@H](N)C(O)=O
small molecule,DB09401,"['approved', 'investigational']",Isosorbide,[H][C@]1(O)CO[C@]2([H])[C@]([H])(O)CO[C@]12[H]
small molecule,DB09403,['approved'],Iocetamic_acid,CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O
small molecule,DB09406,['approved'],Chlormerodrin_Hg-197,[Cl-].COC(C[197Hg+])CNC(N)=O
small molecule,DB09407,['approved'],Magnesium_chloride,[Mg++].[Cl-].[Cl-]
small molecule,DB09409,['approved'],Magnesium_acetate_tetrahydrate,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O
small molecule,DB09411,['approved'],Technetium_Tc-99m_etidronate,[99Tc].CC(O)(P(O)(O)=O)P(O)(O)=O
small molecule,DB09413,"['approved', 'investigational', 'vet_approved']",Monopotassium_phosphate,[K+].OP(O)([O-])=O
small molecule,DB09414,['approved'],Dipotassium_phosphate,[K+].[K+].OP([O-])([O-])=O
small molecule,DB09415,['approved'],Meglumine,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
small molecule,DB09418,"['approved', 'investigational']",Potassium_perchlorate,[K+].[O-][Cl](=O)(=O)=O
small molecule,DB09419,['approved'],Xylose,OC[C@@H](O)[C@H](O)[C@@H](O)C=O
small molecule,DB09420,['approved'],Iodide_I-123,[123I-]
small molecule,DB09421,"['approved', 'investigational']",Protirelin,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O
small molecule,DB09425,['approved'],Indium_In-111_pentetate,[111In+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC(O)=O
small molecule,DB09436,['approved'],Technetium_Tc-99m_succimer,[99Tc].OC(=O)[C@@H](S)[C@@H](S)C(O)=O
small molecule,DB09443,['approved'],Krypton_Kr_81m,[81Kr]
small molecule,DB09448,['approved'],Iodohippurate_sodium_I-123,[Na+].[O-]C(=O)CNC(=O)C1=CC=CC=C1[123I]
small molecule,DB09449,['approved'],"Sodium_phosphate,_monobasic",[Na+].OP(O)([O-])=O
small molecule,DB09460,['approved'],Sodium_carbonate,[Na+].[Na+].[O-]C([O-])=O
small molecule,DB09461,['approved'],Xenon_Xe-127,[127Xe]
small molecule,DB09462,"['approved', 'investigational']",Glycerin,OCC(O)CO
small molecule,DB09472,"['approved', 'vet_approved']",Sodium_sulfate,[Na+].[Na+].[O-]S([O-])(=O)=O
small molecule,DB09473,['approved'],Indium_In-111_oxyquinoline,[111In+3].[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2
small molecule,DB09477,['approved'],Enalaprilat,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O
small molecule,DB09479,"['approved', 'investigational']",Rubidium_Rb-82,[82Rb+]
small molecule,DB09480,['approved'],Iofetamine_I-123,CC(C)NC(C)CC1=CC=C([123I])C=C1
small molecule,DB09481,"['approved', 'investigational']",Magnesium_carbonate,[Mg++].[O-]C([O-])=O
small molecule,DB09483,['approved'],Potassium_lactate,[K+].CC(O)C([O-])=O
small molecule,DB09484,['approved'],Sodium_fluorophosphate,[Na+].[Na+].[O-]P([O-])(F)=O
small molecule,DB09487,['approved'],Iotrolan,CN(C(=O)CC(=O)N(C)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I
small molecule,DB09488,['approved'],Acrivastine,[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O
small molecule,DB09490,['approved'],Indium_In-111_chloride,Cl[111In](Cl)Cl
small molecule,DB09494,['approved'],Cetyl_alcohol,CCCCCCCCCCCCCCCCO
small molecule,DB09495,"['approved', 'investigational']",Avobenzone,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C
small molecule,DB09496,"['approved', 'investigational']",Octinoxate,[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC
small molecule,DB09498,"['approved', 'investigational']",Strontium_chloride_Sr-89,[Cl-].[Cl-].[89Sr++]
small molecule,DB09499,"['approved', 'investigational']",Thiosulfuric_acid,OS(O)(=O)=S
small molecule,DB09501,"['approved', 'experimental']",Ferric_ammonium_citrate,N.[Fe+3].OC(=O)CC(O)(CC(O)=O)C(O)=O
small molecule,DB09502,"['approved', 'investigational']",Fludeoxyglucose_(18F),[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO
small molecule,DB09510,['approved'],Urea_C-13,N[13C](N)=O
small molecule,DB09511,['approved'],Talc,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Mg++].[Si+4].[Si+4].[Si+4].[Si+4].[O-][H].[O-][H]
small molecule,DB09512,['approved'],Simethicone,O=[Si]=O.CO[Si](C)(C)O[Si](C)(C)C
small molecule,DB09513,['approved'],Urea_C-14,N[14C](N)=O
small molecule,DB09516,['approved'],Mequinol,COC1=CC=C(O)C=C1
small molecule,DB09517,['approved'],Sodium_ferric_gluconate_complex,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
small molecule,DB09526,"['approved', 'investigational']",Hydroquinone,OC1=CC=C(O)C=C1
small molecule,DB09531,['approved'],Perflexane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
small molecule,DB09534,['approved'],Ecamsule,CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2=CC1=CC=C(C=C2C3CCC(CS(O)(=O)=O)(C2=O)C3(C)C)C=C1
small molecule,DB09535,"['approved', 'investigational']",Octocrylene,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1
small molecule,DB09536,['approved'],Titanium_dioxide,O=[Ti]=O
small molecule,DB09543,"['approved', 'vet_approved']",Methyl_salicylate,COC(=O)C1=CC=CC=C1O
small molecule,DB09546,"['approved', 'investigational']",Iobenguane_sulfate_I-123,OS(O)(=O)=O.NC(=N)NCC1=CC([123I])=CC=C1.NC(=N)NCC1=CC([123I])=CC=C1
small molecule,DB09550,['approved'],Tetracycline_phosphate_complex,[Na+].OP(=O)=O.OP(=O)=O.OP(=O)=O.OP(=O)=O.OP(=O)=O.[O-]P(=O)=O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
small molecule,DB09552,['approved'],Thonzonium,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1
small molecule,DB09555,['approved'],Dexchlorpheniramine_maleate,OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1
small molecule,DB09561,['approved'],Sodium_glycerophosphate,[Na+].[Na+].OCC(O)COP([O-])([O-])=O
small molecule,DB09563,['approved'],Choline_C-11,C[N+](C)([11CH3])CCO
small molecule,DB09570,"['approved', 'investigational']",Ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O
small molecule,DB09571,['approved'],Levmetamfetamine,CN[C@H](C)CC1=CC=CC=C1
small molecule,DB11056,['approved'],Stannous_chloride,[Cl-].[Cl-].[Sn++]
small molecule,DB11062,"['approved', 'investigational']",Octisalate,CCCCC(CC)COC(=O)C1=C(O)C=CC=C1
small molecule,DB11064,"['approved', 'investigational']",Homosalate,CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1
small molecule,DB11068,['approved'],Selenic_acid,O[Se](O)(=O)=O
small molecule,DB11071,['approved'],Phenyl_salicylate,OC1=CC=CC=C1C(=O)OC1=CC=CC=C1
small molecule,DB11072,"['approved', 'investigational']",Hydrogen_fluoride,F
small molecule,DB11073,['approved'],Cetylpyridinium,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1
small molecule,DB11079,['approved'],Trolamine_salicylate,OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O
small molecule,DB11080,"['approved', 'investigational']",Silver_nitrate,[Ag+].[O-]N(=O)=O
small molecule,DB11081,"['approved', 'investigational']",Aluminum_chloride,Cl[Al](Cl)Cl
small molecule,DB11085,['approved'],Resorcinol,OC1=CC(O)=CC=C1
small molecule,DB11089,['approved'],Docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O
small molecule,DB11090,['approved'],Potassium_nitrate,[K+].[O-][N+]([O-])=O
small molecule,DB11091,"['approved', 'vet_approved']",Hydrogen_peroxide,OO
small molecule,DB11092,['approved'],Stannous_fluoride,F[Sn]F
small molecule,DB11093,"['approved', 'investigational']",Calcium_citrate,[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
small molecule,DB11096,['approved'],Meradimate,CC(C)C1CCC(C)CC1OC(=O)C1=CC=CC=C1N
small molecule,DB11098,['approved'],Potassium_bicarbonate,[K+].OC([O-])=O
small molecule,DB11100,['approved'],Allantoin,NC(=O)NC1NC(=O)NC1=O
small molecule,DB11102,['approved'],N-acetyltyrosine,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
small molecule,DB11104,['approved'],Sulfur_hexafluoride,FS(F)(F)(F)(F)F
small molecule,DB11110,['approved'],Magnesium_citrate,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
small molecule,DB11115,['approved'],Ensulizole,OS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1
small molecule,DB11117,"['approved', 'investigational']",Undecylenic_acid,OC(=O)CCCCCCCCC=C
small molecule,DB11119,['approved'],Sodium_iodide,[Na+].[I-]
small molecule,DB11121,['approved'],Chloroxylenol,CC1=CC(O)=CC(C)=C1Cl
small molecule,DB11123,['approved'],Hypochlorite,[O-]Cl
small molecule,DB11125,['approved'],Benzethonium,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1
small molecule,DB11126,"['approved', 'vet_approved']",Calcium_gluconate,[Ca++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
small molecule,DB11127,"['approved', 'investigational']",Selenious_acid,O[Se](O)=O
small molecule,DB11129,['approved'],Carbamide_peroxide,OO.NC(N)=O
small molecule,DB11132,['approved'],Silicon_dioxide,O=[Si]=O
small molecule,DB11134,['approved'],Cupric_oxide,[O--].[Cu++]
small molecule,DB11135,"['approved', 'investigational', 'vet_approved']",Selenium,[Se]
small molecule,DB11136,['approved'],Chromium,[Cr]
small molecule,DB11137,['approved'],Molybdenum,[Mo]
small molecule,DB11140,['approved'],Chromium_Cr-51,[51Cr]
small molecule,DB11141,['approved'],Manganese_gluconate,[Mn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
small molecule,DB11142,"['approved', 'investigational']",Selenomethionine,C[Se]CC[C@H](N)C(O)=O
small molecule,DB11145,"['approved', 'vet_approved']",Oxyquinoline,OC1=CC=CC2=C1N=CC=C2
small molecule,DB11148,"['approved', 'withdrawn']",Butamben,CCCCOC(=O)C1=CC=C(N)C=C1
small molecule,DB11150,['approved'],Barium_sulfate,[Ba++].[O-]S([O-])(=O)=O
small molecule,DB11151,['approved'],Sodium_hydroxide,[OH-].[Na+]
small molecule,DB11153,['approved'],Potassium_hydroxide,[OH-].[K+]
small molecule,DB11154,['investigational'],Zinc_citrate,[Zn++].[Zn++].[Zn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
small molecule,DB11155,['approved'],Triclocarban,ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1
small molecule,DB11156,"['approved', 'vet_approved']",Pyrantel,[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1
small molecule,DB11157,['approved'],Anthralin,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2
small molecule,DB11159,['approved'],Sodium_sulfide,[Na+].[Na+].[S--]
small molecule,DB11160,['approved'],Phenyltoloxamine,CN(C)CCOC1=CC=CC=C1CC1=CC=CC=C1
small molecule,DB11164,"['approved', 'investigational']",Bicisate,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC
small molecule,DB11168,['approved'],Calcium_threonate,[Ca++].OC[C@H](O)[C@@H](O)C([O-])=O.OC[C@H](O)[C@@H](O)C([O-])=O
small molecule,DB11171,['approved'],Ferric_sulfate,O.O.O.O.O.[Fe+3].[Fe+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
small molecule,DB11175,['investigational'],Zinc_picolinate,[Zn++].[O-]C(=O)C1=CC=CC=N1.[O-]C(=O)C1=CC=CC=N1
small molecule,DB11176,"['approved', 'investigational']",Zeaxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
small molecule,DB11179,['approved'],Exametazime,C[C@@H](NCC(C)(C)CN[C@H](C)C(\C)=N\O)C(\C)=N\O
small molecule,DB11180,['approved'],Tetrofosmin,CCOCCP(CCOCC)CCP(CCOCC)CCOCC
small molecule,DB11181,['approved'],Homatropine,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C
small molecule,DB11182,"['approved', 'investigational']",Rose_bengal,OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12
small molecule,DB11183,"['approved', 'experimental']",Light_green_SF_yellowish,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)S([O-])(=O)=O)=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O
small molecule,DB11184,['approved'],Oftasceine,OC(=O)CN(CC(O)=O)CC1=CC2=C(OC3=CC(O)=C(CN(CC(O)=O)CC(O)=O)C=C3C22OC(=O)C3=CC=CC=C23)C=C1O
small molecule,DB11186,"['approved', 'investigational', 'withdrawn']",Pentoxyverine,CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1
small molecule,DB11189,['approved'],Magnesium_glycinate,[Mg++].NCC([O-])=O.NCC([O-])=O
small molecule,DB11190,"['approved', 'investigational']",Pantethine,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO
small molecule,DB11195,"['experimental', 'investigational']",Xylitol,OC[C@H](O)[C@@H](O)[C@H](O)CO
small molecule,DB11197,['approved'],Ferrous_cysteine_glycinate,[Fe++].NCC(O)=O.[H][C@](N)(CS)C(O)=O.[H][C@](N)(C[S-])C([O-])=O
small molecule,DB11200,['approved'],Aluminum_zirconium_octachlorohydrex_gly,O.O.[Al+3].[Cl-].[Zr+4].NCC([O-])=O
small molecule,DB11201,['approved'],Menthyl_salicylate,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=CC=C1O
small molecule,DB11204,['approved'],Panthenol,CC(C)(CO)C(O)C(=O)NCCCO
small molecule,DB11205,['approved'],Alcloxa,[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-].NC(=O)NC1NC(=O)[N-]C1=O
small molecule,DB11206,['approved'],Bemotrizinol,CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OC)C=C1)C1=C(O)C=C(OCC(CC)CCCC)C=C1
small molecule,DB11207,['approved'],Amiloxate,COC1=CC=C(\C=C\C(=O)OCCC(C)C)C=C1
small molecule,DB11210,['approved'],Ferrous_bisglycinate,[Fe++].NCC([O-])=O.NCC([O-])=O
small molecule,DB11217,['approved'],Arbutin,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
small molecule,DB11219,['approved'],Enzacamene,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1
small molecule,DB11221,['approved'],Dioxybenzone,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O
small molecule,DB11226,"['approved', 'experimental']",Ethylhexyl_methoxycrylene,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=C(OC)C=C1
small molecule,DB11231,"['approved', 'investigational']",Lycopene,CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)CCC=C(C)C
small molecule,DB11235,['approved'],Thonzylamine,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1
