molecule_chembl_id,SMILES,score,name,method
CHEMBL100116,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,0.21052631578947367,PENTAZOCINE,dice_morgan
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.21052631578947367,TERFENADINE,dice_morgan
CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0.20967741935483872,MIBEFRADIL,dice_morgan
CHEMBL2105842,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.20967741935483872,CORTIVAZOL,dice_morgan
CHEMBL1908307,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,0.20930232558139536,FLOSEQUINAN,dice_morgan
CHEMBL1201342,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,0.20930232558139536,METHIXENE,dice_morgan
CHEMBL278398,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,0.20930232558139536,PHENINDAMINE,dice_morgan
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,0.20930232558139536,PROPRANOLOL,dice_morgan
CHEMBL1435,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,0.20869565217391303,CEFAZOLIN,dice_morgan
CHEMBL506110,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,0.20869565217391303,SULTAMICILLIN,dice_morgan
CHEMBL3707247,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,0.20869565217391303,OZANIMOD,dice_morgan
CHEMBL969,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0.20833333333333334,PRAZEPAM,dice_morgan
CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0.20833333333333334,MELOXICAM,dice_morgan
CHEMBL515914,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0.20833333333333334,AZARIBINE,dice_morgan
CHEMBL1201273,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,0.20833333333333334,PROTOKYLOL,dice_morgan
CHEMBL4297412,CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)[O-])cc3)/C(=C/C=C3\N(CCCCS(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,0.20809248554913296,PAFOLACIANINE,dice_morgan
CHEMBL1296,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0.208,CEFOTIAM,dice_morgan
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,0.208,CEFTAZIDIME,dice_morgan
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.2077922077922078,IBUPROFEN,dice_morgan
CHEMBL1909286,CC(COc1ccccc1)NN,0.2077922077922078,PHENOXYPROPAZINE,dice_morgan
CHEMBL175,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,0.2077922077922078,DEXIBUPROFEN,dice_morgan
CHEMBL276568,C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0.20754716981132076,"CEFPROZIL ANHYDROUS, (E)-",dice_morgan
CHEMBL1237119,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,0.20754716981132076,TREPROSTINIL,dice_morgan
CHEMBL426084,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,0.20754716981132076,SAMIDORPHAN,dice_morgan
CHEMBL170,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.20754716981132076,QUININE,dice_morgan
CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.20754716981132076,QUINIDINE,dice_morgan
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,0.20689655172413793,CISAPRIDE,dice_morgan
CHEMBL1618018,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,0.20689655172413793,HOMATROPINE,dice_morgan
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.20689655172413793,NALIDIXIC ACID,dice_morgan
CHEMBL3545311,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,0.20689655172413793,BRIGATINIB,dice_morgan
CHEMBL395110,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,0.20689655172413793,MEPAZINE,dice_morgan
CHEMBL3989868,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,0.20689655172413793,TUCATINIB,dice_morgan
CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.20618556701030927,MORPHINE,dice_morgan
CHEMBL2107011,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,0.20618556701030927,OXYPERTINE,dice_morgan
CHEMBL622,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0.20618556701030927,ETODOLAC,dice_morgan
CHEMBL46399,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,0.20618556701030927,PHENAZOCINE,dice_morgan
CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,0.20618556701030927,DILEVALOL,dice_morgan
CHEMBL13280,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,0.20618556701030927,FLUNITRAZEPAM,dice_morgan
CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,0.20618556701030927,LABETALOL,dice_morgan
CHEMBL1378,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,0.20618556701030927,THIETHYLPERAZINE,dice_morgan
CHEMBL1214,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.20618556701030927,CARBENICILLIN,dice_morgan
CHEMBL1272,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,0.205607476635514,REPAGLINIDE,dice_morgan
CHEMBL3989945,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,0.2054794520547945,REZAFUNGIN,dice_morgan
CHEMBL3833319,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,0.20512820512820512,REVEFENACIN,dice_morgan
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,0.20512820512820512,IPRONIAZID,dice_morgan
CHEMBL1372950,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,0.20512820512820512,NICERGOLINE,dice_morgan
CHEMBL2103855,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,0.20512820512820512,TELOTRISTAT,dice_morgan
CHEMBL797,CN1C(=O)CC(c2ccccc2)C1=O,0.20512820512820512,PHENSUXIMIDE,dice_morgan
CHEMBL1200596,Oc1c(Cl)cc(Cl)c2cccnc12,0.20512820512820512,CHLOROXINE,dice_morgan
CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.2047244094488189,INDINAVIR,dice_morgan
CHEMBL1159,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,0.20454545454545456,PINACIDIL ANHYDROUS,dice_morgan
CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.20454545454545456,LOXOPROFEN,dice_morgan
CHEMBL404849,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,0.20454545454545456,SULOCTIDIL,dice_morgan
CHEMBL1540,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,0.20454545454545456,PENCICLOVIR,dice_morgan
CHEMBL46516,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,0.20408163265306123,FLUSPIRILENE,dice_morgan
CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.20408163265306123,CEPHALEXIN ANHYDROUS,dice_morgan
CHEMBL1201199,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,0.20382165605095542,LEUPROLIDE,dice_morgan
CHEMBL477772,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.2037037037037037,PAZOPANIB,dice_morgan
CHEMBL1537,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.2037037037037037,AZLOCILLIN,dice_morgan
CHEMBL1622,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,0.2037037037037037,FOLIC ACID,dice_morgan
CHEMBL3311228,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,0.2037037037037037,OTESECONAZOLE,dice_morgan
CHEMBL2105695,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,0.2033898305084746,TELOTRISTAT ETHYL,dice_morgan
CHEMBL3218576,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,0.2033898305084746,COPANLISIB,dice_morgan
CHEMBL1601,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,0.2033898305084746,CEFONICID,dice_morgan
CHEMBL403664,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,0.20320855614973263,BLEOMYCIN,dice_morgan
CHEMBL856,CCC1(c2ccccc2)C(=O)NCNC1=O,0.20253164556962025,PRIMIDONE,dice_morgan
CHEMBL1615439,C[C@H]1[C@H](c2ccccc2)OCCN1C,0.20253164556962025,PHENDIMETRAZINE,dice_morgan
CHEMBL1441,CCc1cc(C(N)=S)ccn1,0.20253164556962025,ETHIONAMIDE,dice_morgan
CHEMBL1111,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,0.20224719101123595,AMBRISENTAN,dice_morgan
CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.20224719101123595,ATENOLOL,dice_morgan
CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,0.20224719101123595,MAZINDOL,dice_morgan
CHEMBL1201774,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,0.20224719101123595,SAPROPTERIN,dice_morgan
CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0.20224719101123595,ZALCITABINE,dice_morgan
CHEMBL1201217,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0.20224719101123595,DYCLONINE,dice_morgan
CHEMBL1148,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0.20202020202020202,TORSEMIDE,dice_morgan
CHEMBL254328,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0.20202020202020202,ABIRATERONE,dice_morgan
CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,0.20202020202020202,RUCAPARIB,dice_morgan
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.20202020202020202,AMOXICILLIN,dice_morgan
CHEMBL92870,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.20202020202020202,LIDOFLAZINE,dice_morgan
CHEMBL2105224,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.2018348623853211,PHOLCODINE,dice_morgan
CHEMBL1599,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,0.2018348623853211,CEPHAPIRIN,dice_morgan
CHEMBL317052,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,0.2018348623853211,REGADENOSON ANHYDROUS,dice_morgan
CHEMBL2043437,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,0.2018348623853211,GLASDEGIB,dice_morgan
CHEMBL4066936,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,0.2018348623853211,VERICIGUAT,dice_morgan
CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.2018348623853211,IRBESARTAN,dice_morgan
CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.2018348623853211,METHYLERGONOVINE,dice_morgan
CHEMBL1201195,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0.20168067226890757,CEFMETAZOLE,dice_morgan
CHEMBL1306,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.20168067226890757,TERCONAZOLE,dice_morgan
CHEMBL3301624,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](C)NC1=O,0.20134228187919462,SETMELANOTIDE,dice_morgan
CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.2,CODEINE,dice_morgan
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0.2,ETORICOXIB,dice_morgan
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,0.2,TACRINE,dice_morgan
CHEMBL3989908,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,0.2,ENASIDENIB,dice_morgan
CHEMBL416898,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0.2,CHLOROPHENOTHANE,dice_morgan
CHEMBL4105630,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,0.2,ZURANOLONE,dice_morgan
CHEMBL539697,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,0.2,DABIGATRAN ETEXILATE,dice_morgan
CHEMBL1164729,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,0.2,FEBUXOSTAT,dice_morgan
CHEMBL1423,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.2,PIMOZIDE,dice_morgan
CHEMBL383675,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1,0.2,TEMOPORFIN,dice_morgan
CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0.2,ATROPINE,dice_morgan
CHEMBL1378024,CCCc1cc(C(N)=S)ccn1,0.2,PROTIONAMIDE,dice_morgan
CHEMBL1331216,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,0.2,HYOSCYAMINE,dice_morgan
CHEMBL1201338,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0.2,CYCLOPENTOLATE,dice_morgan
CHEMBL1201294,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,0.2,DIPHENOXYLATE,dice_morgan
CHEMBL178,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.2,DAUNORUBICIN,dice_morgan
CHEMBL957,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0.2,BOSENTAN,dice_morgan
CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0.2,EBASTINE,dice_morgan
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0.2,ITRACONAZOLE,dice_morgan
CHEMBL1095,CCN1C(=O)NC(c2ccccc2)C1=O,0.2,ETHOTOIN,dice_morgan
CHEMBL2079130,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,0.2,VONOPRAZAN,dice_morgan
CHEMBL1165,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,0.2,MOEXIPRIL,dice_morgan
CHEMBL914,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.2,FEXOFENADINE,dice_morgan
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,0.2,SELEGILINE,dice_morgan
CHEMBL3137308,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,0.2,PEFICITINIB,dice_morgan
CHEMBL24072,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.2,PRENYLAMINE,dice_morgan
CHEMBL2403238,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,0.2,CABOTEGRAVIR,dice_morgan
CHEMBL285674,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0.7466666666666667,ESTAZOLAM,dice_maccs
CHEMBL3137320,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,0.7441860465116279,TALAZOPARIB,dice_maccs
CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.7435897435897436,RIZATRIPTAN,dice_maccs
CHEMBL1201303,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,0.7428571428571429,PYRVINIUM,dice_maccs
CHEMBL276832,NNc1nncc2ccccc12,0.7272727272727273,HYDRALAZINE,dice_maccs
CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,0.7246376811594203,ANASTROZOLE,dice_maccs
CHEMBL1542,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,0.7126436781609196,AZATHIOPRINE,dice_maccs
CHEMBL119423,Sc1ncnc2[nH]ncc12,0.6865671641791045,TISOPURINE,dice_maccs
CHEMBL1625607,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,0.684931506849315,MEBHYDROLIN,dice_maccs
CHEMBL288470,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0.6835443037974683,AMINOPYRINE,dice_maccs
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.6829268292682927,TELMISARTAN,dice_maccs
CHEMBL3701238,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,0.6804123711340206,FUTIBATINIB,dice_maccs
CHEMBL277474,Cc1cc(=O)n(-c2ccccc2)n1C,0.6756756756756757,ANTIPYRINE,dice_maccs
CHEMBL3545185,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,0.6746987951807228,SELINEXOR,dice_maccs
CHEMBL1200406,Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,0.6588235294117647,DIMENHYDRINATE,dice_maccs
CHEMBL476,CN(C)/N=N/c1[nH]cnc1C(N)=O,0.6582278481012658,DACARBAZINE,dice_maccs
CHEMBL550348,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,0.6582278481012658,DEFERASIROX,dice_maccs
CHEMBL3099695,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,0.6567164179104478,OSILODROSTAT,dice_maccs
CHEMBL2107430,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,0.65625,FLUTRIMAZOLE,dice_maccs
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0.65625,CLOTRIMAZOLE,dice_maccs
CHEMBL799,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0.6526315789473685,CILOSTAZOL,dice_maccs
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.6521739130434783,IBRUTINIB,dice_maccs
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,0.651685393258427,TOFACITINIB,dice_maccs
CHEMBL531,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.6493506493506493,PERGOLIDE,dice_maccs
CHEMBL4297590,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1,0.6476190476190476,DARIDOREXANT,dice_maccs
CHEMBL1455,CN(C)c1nc(N(C)C)nc(N(C)C)n1,0.6451612903225806,ALTRETAMINE,dice_maccs
CHEMBL1648,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,0.6428571428571429,ISRADIPINE,dice_maccs
CHEMBL1467,Oc1ncnc2[nH]ncc12,0.6388888888888888,ALLOPURINOL,dice_maccs
CHEMBL273575,CN1Cc2c(N)cccc2C(c2ccccc2)C1,0.6376811594202898,NOMIFENSINE,dice_maccs
CHEMBL12610,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,0.6363636363636364,BENZYDAMINE,dice_maccs
CHEMBL585,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.6363636363636364,TRIAMTERENE,dice_maccs
CHEMBL1425,Sc1ncnc2nc[nH]c12,0.6349206349206349,MERCAPTOPURINE ANHYDROUS,dice_maccs
CHEMBL2105648,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,0.6341463414634146,PALOVAROTENE,dice_maccs
CHEMBL1380,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,0.6341463414634146,ABACAVIR,dice_maccs
CHEMBL1201754,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0.6329113924050633,RUFINAMIDE,dice_maccs
CHEMBL1411979,CN(C)CCN(Cc1cccs1)c1ccccn1,0.631578947368421,METHAPYRILENE,dice_maccs
CHEMBL2147777,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,0.6304347826086957,TENELIGLIPTIN,dice_maccs
CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,0.6304347826086957,SITAGLIPTIN,dice_maccs
CHEMBL643,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,0.6301369863013698,PROMETHAZINE,dice_maccs
CHEMBL829,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,0.6301369863013698,METHYLPROMAZINE,dice_maccs
CHEMBL126224,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,0.6301369863013698,IPRINDOLE,dice_maccs
CHEMBL4085457,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.627906976744186,RITLECITINIB,dice_maccs
CHEMBL1242,Nc1ccc(/N=N/c2ccccc2)c(N)n1,0.625,PHENAZOPYRIDINE,dice_maccs
CHEMBL3622821,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,0.6206896551724138,UPADACITINIB,dice_maccs
