action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,306319,17687189,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCCNCC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '17.73', 'le': '0.34', 'lle': '4.47', 'sei': '10.63'}",CHEMBL3703954,,CHEMBL3703954,8.10,0,http://www.openphacts.org/units/Nanomolar,2581421,=,37,1,=,,IC50,nM,,8.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,8.0
,306320,17687190,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCC(NC(=O)OC(C)(C)C)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '14.05', 'le': '0.27', 'lle': '2.50', 'sei': '7.64'}",CHEMBL3703955,,CHEMBL3703955,7.82,0,http://www.openphacts.org/units/Nanomolar,2581422,=,37,1,=,,IC50,nM,,15.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,15.0
,306321,17687191,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCC(N)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '19.05', 'le': '0.36', 'lle': '4.94', 'sei': '9.65'}",CHEMBL3703956,,CHEMBL3703956,8.70,0,http://www.openphacts.org/units/Nanomolar,2581423,=,37,1,=,,IC50,nM,,2.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.0
,306322,17687192,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(NC6CCN(C(=O)OC(C)(C)C)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '13.87', 'le': '0.26', 'lle': '2.08', 'sei': '7.54'}",CHEMBL3703957,,CHEMBL3703957,7.72,0,http://www.openphacts.org/units/Nanomolar,2581424,=,37,1,=,,IC50,nM,,19.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,19.0
,306323,17687193,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(NC6CCNCC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '17.43', 'le': '0.33', 'lle': '3.97', 'sei': '9.37'}",CHEMBL3703958,,CHEMBL3703958,7.96,0,http://www.openphacts.org/units/Nanomolar,2581425,=,37,1,=,,IC50,nM,,11.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,11.0
,306324,17687194,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cnc3ccc(Sc4nnc5c(F)cc(-c6cnn(C)c6)cn45)cc3c2)CC1,,,CHEMBL3638676,,2015,"{'bei': '18.33', 'le': '0.35', 'lle': '4.98', 'sei': '12.91'}",CHEMBL3703959,,CHEMBL3703959,8.70,0,http://www.openphacts.org/units/Nanomolar,2581426,=,37,1,=,,IC50,nM,,2.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.0
,306325,17687195,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2cc(F)c3nnc(Sc4ccc5ncc(NC6CCOCC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '17.66', 'le': '0.34', 'lle': '3.84', 'sei': '10.22'}",CHEMBL3703960,,CHEMBL3703960,8.40,0,http://www.openphacts.org/units/Nanomolar,2581427,=,37,1,=,,IC50,nM,,4.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,4.0
,306326,17687196,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCN(C(=O)OC(C)(C)C)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '13.20', 'le': '0.25', 'lle': '2.27', 'sei': '7.64'}",CHEMBL3640028,,CHEMBL3640028,7.16,0,http://www.openphacts.org/units/Nanomolar,2581428,=,37,1,=,,IC50,nM,,69.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,69.0
,306327,17687197,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCNCC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '19.26', 'le': '0.36', 'lle': '5.28', 'sei': '11.19'}",CHEMBL3703961,,CHEMBL3703961,8.52,0,http://www.openphacts.org/units/Nanomolar,2581429,=,37,1,=,,IC50,nM,,3.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.0
,306328,17687198,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCN(CC(F)(F)F)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '13.55', 'le': '0.26', 'lle': '2.60', 'sei': '10.55'}",CHEMBL3703962,,CHEMBL3703962,7.11,0,http://www.openphacts.org/units/Nanomolar,2581430,=,37,1,=,,IC50,nM,,78.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,78.0
,306329,17687199,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCCN(CCO)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '16.77', 'le': '0.32', 'lle': '5.07', 'sei': '9.59'}",CHEMBL3703963,,CHEMBL3703963,8.40,0,http://www.openphacts.org/units/Nanomolar,2581431,=,37,1,=,,IC50,nM,,4.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,4.0
,306330,17687200,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCC(N7CCCCC7)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '16.58', 'le': '0.31', 'lle': '3.42', 'sei': '12.91'}",CHEMBL3703964,,CHEMBL3703964,8.70,0,http://www.openphacts.org/units/Nanomolar,2581432,=,37,1,=,,IC50,nM,,2.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.0
,306331,17687201,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2cc(F)c3nnc(Sc4ccc5ncc(N6CCC(N7CCCCC7)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '15.70', 'le': '0.30', 'lle': '3.10', 'sei': '12.65'}",CHEMBL3703965,,CHEMBL3703965,8.52,0,http://www.openphacts.org/units/Nanomolar,2581433,=,37,1,=,,IC50,nM,,3.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.0
,306332,17687202,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCN(C7CCCCC7)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '15.10', 'le': '0.28', 'lle': '2.64', 'sei': '11.76'}",CHEMBL3703966,,CHEMBL3703966,7.92,0,http://www.openphacts.org/units/Nanomolar,2581434,=,37,1,=,,IC50,nM,,12.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,12.0
,306333,17687203,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCC(N7CCCC7)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '16.44', 'le': '0.31', 'lle': '3.51', 'sei': '12.46'}",CHEMBL3703967,,CHEMBL3703967,8.40,0,http://www.openphacts.org/units/Nanomolar,2581435,=,37,1,=,,IC50,nM,,4.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,4.0
,306334,17687204,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCN(c7ccccc7)CC6)cc5c4)n3c2)cn1,,,CHEMBL3638676,,2015,"{'bei': '14.17', 'le': '0.26', 'lle': '2.19', 'sei': '10.90'}",CHEMBL3703968,,CHEMBL3703968,7.35,0,http://www.openphacts.org/units/Nanomolar,2581436,=,37,1,=,,IC50,nM,,45.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,45.0
,306335,17687205,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,CC1CN(c2cnc3ccc(Sc4nnc5ccc(-c6cnn(C)c6)cn45)cc3c2)CCO1,,,CHEMBL3638676,,2015,"{'bei': '18.35', 'le': '0.35', 'lle': '4.35', 'sei': '11.45'}",CHEMBL3703969,,CHEMBL3703969,8.40,0,http://www.openphacts.org/units/Nanomolar,2581437,=,37,1,=,,IC50,nM,,4.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,4.0
,306336,17687206,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1CN(c2cnc3ccc(Sc4nnc5ccc(-c6cnn(C)c6)cn45)cc3c2)CCO1,,,CHEMBL3638676,,2015,"{'bei': '18.14', 'le': '0.34', 'lle': '4.25', 'sei': '11.31'}",CHEMBL3703970,,CHEMBL3703970,8.30,0,http://www.openphacts.org/units/Nanomolar,2581438,=,37,1,=,,IC50,nM,,5.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,5.0
,306337,17687207,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CN(c2cnc3ccc(Sc4nnc5ccc(-c6cnn(C)c6)cn45)cc3c2)CCO1,,,CHEMBL3638676,,2015,"{'bei': '18.35', 'le': '0.35', 'lle': '4.35', 'sei': '11.45'}",CHEMBL3703971,,CHEMBL3703971,8.40,0,http://www.openphacts.org/units/Nanomolar,2581439,=,37,1,=,,IC50,nM,,4.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,4.0
,306338,17687208,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,CC1CN(c2cnc3ccc(Sc4nnc5c(F)cc(-c6cnn(C)c6)cn45)cc3c2)CCO1,,,CHEMBL3638676,,2015,"{'bei': '17.66', 'le': '0.34', 'lle': '4.21', 'sei': '11.45'}",CHEMBL3703972,,CHEMBL3703972,8.40,0,http://www.openphacts.org/units/Nanomolar,2581440,=,37,1,=,,IC50,nM,,4.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,4.0
,306339,17687209,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,CC1CN(c2cnc3ccc(Sc4nnc5ccc(-c6cnn(C)c6)cn45)cc3c2)CC(C)O1,,,CHEMBL3638676,,2015,"{'bei': '18.45', 'le': '0.35', 'lle': '4.26', 'sei': '11.86'}",CHEMBL3703973,,CHEMBL3703973,8.70,0,http://www.openphacts.org/units/Nanomolar,2581441,=,37,1,=,,IC50,nM,,2.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.0
,306340,17687210,[],CHEMBL3706358,"LanthaScreen Assay: The kinase assay is based on the LanthaScreen technology. LanthaScreen is the detection of Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) using lanthanide chelates to measure interactions between various binding partners. In a TR-FRET kinase assay, a long-lifetime lanthanide donor species is conjugated to an antibody that specifically binds to a phosphorylated product of a kinase reaction that is labeled with a suitable acceptor fluorophore. This antibody-mediated interaction brings the lanthanide donor and the acceptor into proximity such that resonance energy transfer can take place, resulting in a detectable increase in the FRET signal.The kinase reactions were performed in 384 well microtiter plates in a total reaction volume of 10.05 μL. The assay plates were prepared with 0.05 μL per well of test compound in the appropriate test concentration, as described under preparation of compound dilutions.",B,,,BAO_0000190,BAO_0000357,single protein format,CC1CN(c2cnc3ccc(Sc4nnc5c(F)cc(-c6cnn(C)c6)cn45)cc3c2)CC(C)O1,,,CHEMBL3638676,,2015,"{'bei': '17.77', 'le': '0.34', 'lle': '4.12', 'sei': '11.86'}",CHEMBL3703974,,CHEMBL3703974,8.70,0,http://www.openphacts.org/units/Nanomolar,2581442,=,37,1,=,,IC50,nM,,2.0,CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.0
